price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,yr_built,renoveted_or_not,Total_area,extra_area,neighbourhood_total_area_15
230000,2,1,1,0,0,4,2,570,1970-01-01,0,7890,870,8750
967000,4,2,2,0,0,3,5,3100,1970-01-01,0,10350,3100,7910
536500,4,2,2,0,2,3,4,1470,1970-01-01,0,5235,1720,3348
315000,6,4,2,0,2,4,3,2090,1970-01-01,0,7360,3120,5700
626000,3,1,1,0,0,4,3,860,1970-01-01,0,5280,1040,5410
334009,4,2,1,0,0,4,2,1650,1970-01-01,0,10955,1650,9346
429000,2,1,1,0,0,2,3,1010,1970-01-01,0,6010,1010,6410
818000,4,2,2,0,0,3,6,4020,1970-01-01,0,48451,4020,56340
326000,5,2,2,0,0,3,4,2166,1970-01-01,0,8508,2166,8422
310000,5,3,1,0,0,3,3,1100,1970-01-01,0,6880,1880,6640
525000,4,2,1,0,0,4,3,1130,1970-01-01,0,9940,2260,9480
350000,3,2,1,0,0,3,3,2010,1970-01-01,0,6410,2010,5907
936000,4,2,2,0,0,3,6,3330,1970-01-01,0,12227,3330,10665
226000,3,1,1,0,0,3,3,1030,1970-01-01,0,8720,1520,8731
1129275,5,3,2,0,0,3,6,2700,1970-01-01,0,8308,3510,3144
428000,3,1,1,0,2,4,3,1580,1970-01-01,0,508618,1580,212434
329932,3,1,1,0,0,3,3,1100,1970-01-01,0,6500,1460,9890
275000,3,1,1,0,0,4,4,1650,1970-01-01,0,9350,1650,9720
590000,4,2,2,0,2,3,5,2660,1970-01-01,0,37670,2660,37778
782000,4,2,2,0,0,3,6,3510,1970-01-01,0,28114,3510,30203
575000,4,2,2,0,0,3,4,2120,1970-01-01,0,11723,2120,11601
509000,3,2,2,0,0,3,3,1780,1970-01-01,0,11095,1780,10325
290000,4,2,1,0,0,4,3,1200,1970-01-01,0,15300,2000,11610
305240,3,1,1,0,0,3,3,1300,1970-01-01,0,10300,1300,11100
555000,3,2,1,0,2,4,4,1680,1970-01-01,0,7156,2180,6850
317000,3,2,1,0,0,3,3,1390,1970-01-01,0,10018,1790,10108
430000,3,2,1,0,0,3,4,1910,1970-01-01,0,6950,1910,6255
850000,2,1,1,0,4,4,3,900,1970-01-01,0,5944,1800,6263
469000,3,2,1,0,0,3,3,1660,1970-01-01,0,13279,2620,13891
327200,2,2,1,0,0,4,2,1440,1970-01-01,1,9865,1440,13467
835000,3,3,2,1,4,4,4,1600,1970-01-01,0,15313,2790,14466
360000,4,2,2,0,0,3,4,2340,1970-01-01,0,15785,2340,13528
372000,4,2,2,0,0,3,4,2070,1970-01-01,0,10728,2070,9225
453000,3,1,1,0,0,4,3,2160,1970-01-01,0,13644,2160,12350
275000,2,1,1,0,0,5,3,1090,1970-01-01,0,13407,2090,13257
475000,4,2,2,0,0,4,3,2040,1970-01-01,0,9300,2040,9400
310000,4,2,1,0,0,3,3,1400,1970-01-01,0,11670,1950,12830
173000,4,2,1,0,0,5,3,1200,1970-01-01,0,9660,1200,9973
313500,5,3,1,0,0,3,2,2240,1970-01-01,0,97200,2240,45180
345000,3,2,2,0,0,3,4,1360,1970-01-01,0,2849,1360,3048
436000,3,1,1,0,0,3,4,1300,1970-01-01,0,11700,1500,11450
244500,2,1,1,0,0,3,2,650,1970-01-01,0,15800,1300,14356
206000,3,1,1,0,0,4,3,1140,1970-01-01,0,10940,1140,11170
890000,4,2,2,0,0,3,5,2930,1970-01-01,0,12088,2930,11655
329950,4,2,2,0,0,3,4,2140,1970-01-01,0,11014,2140,10929
250000,3,1,1,0,0,3,3,1628,1970-01-01,0,287983,1628,217834
246000,3,2,1,0,0,3,3,1990,1970-01-01,0,205851,1990,220560
440000,3,1,1,0,0,3,3,1150,1970-01-01,0,21697,1950,12234
395000,4,1,1,0,0,3,3,1460,1970-01-01,0,10027,1910,9910
305000,3,1,1,0,0,5,2,820,1970-01-01,0,5970,820,6250
160000,3,2,1,0,0,3,3,1160,1970-01-01,0,10152,1470,10029
169500,3,1,1,0,0,3,2,1060,1970-01-01,0,11083,1060,11083
690500,4,2,2,0,0,3,4,3130,1970-01-01,0,12050,3130,10633
245560,2,1,1,0,0,3,3,1260,1970-01-01,0,10953,1260,11493
345000,4,2,2,0,0,3,4,2200,1970-01-01,0,15698,2200,14040
383000,4,1,1,0,2,4,4,1290,1970-01-01,0,22187,2580,11539
388500,3,2,2,0,0,3,4,1050,1970-01-01,0,2294,1350,2595
250000,3,1,1,0,0,3,3,1350,1970-01-01,0,9898,1350,10198
455500,3,1,1,0,0,4,5,1650,1970-01-01,0,21290,2290,15934
672000,3,1,1,0,0,4,3,1220,1970-01-01,0,9793,1220,9963
550000,4,1,1,0,0,2,3,1500,1970-01-01,0,131252,2750,12984
487000,3,1,1,0,0,3,3,1430,1970-01-01,0,14062,1430,12100
291375,4,2,2,0,0,3,3,2220,1970-01-01,0,8453,2220,7572
225000,3,1,1,0,0,3,3,1490,1970-01-01,0,17340,1490,15178
519950,5,3,2,0,0,4,3,2440,1970-01-01,0,12640,2440,12568
250000,3,2,2,0,0,4,4,2070,1970-01-01,0,10470,2070,11309
614950,3,1,1,0,0,5,3,1500,1970-01-01,0,3900,1500,5380
599500,4,2,2,0,0,4,3,2020,1970-01-01,0,12280,2020,12331
625000,4,1,1,0,3,3,4,2190,1970-01-01,0,15850,2190,23020
248500,2,1,1,0,0,4,3,780,1970-01-01,0,10844,780,15840
469950,5,2,1,0,0,4,2,1090,1970-01-01,0,5420,1220,5990
525000,3,1,1,0,0,4,4,1840,1970-01-01,0,12796,1840,12630
787500,2,2,2,0,3,4,4,1810,1970-01-01,1,9318,2390,15242
485000,4,2,1,0,0,3,6,2130,1970-01-01,0,19645,3710,21587
310000,2,1,1,0,0,3,2,750,1970-01-01,0,6129,750,6541
280000,5,2,1,0,0,3,3,1110,1970-01-01,0,10029,2110,6840
200000,4,1,1,0,0,4,2,1020,1970-01-01,0,43986,1020,39930
490000,3,2,2,0,0,3,5,3080,1970-01-01,0,10443,3080,8133
146000,3,1,1,0,0,3,2,900,1970-01-01,1,5670,900,4380
500000,5,3,2,0,4,3,5,2090,1970-01-01,0,29194,3720,16417
242500,3,1,1,0,0,3,2,940,1970-01-01,0,8320,940,9305
324950,3,1,1,0,0,3,3,1040,1970-01-01,0,8328,1040,8447
231500,2,1,1,0,0,4,2,1000,1970-01-01,0,8615,1000,9060
300000,3,2,2,0,0,3,4,2080,1970-01-01,0,11907,2080,12521
545000,4,2,2,0,0,3,5,2500,1970-01-01,0,53095,2500,36485
350000,3,1,1,0,0,5,2,1050,1970-01-01,0,9633,1050,8811
467100,3,1,1,0,0,3,3,1190,1970-01-01,0,10265,1620,10655
180000,3,1,1,0,0,3,3,1610,1970-01-01,0,10110,1610,9820
749000,4,1,2,0,0,4,4,2130,1970-01-01,0,7130,2130,7560
245000,3,2,2,0,0,3,3,1460,1970-01-01,0,13053,1460,11343
260000,5,1,1,0,0,5,3,1600,1970-01-01,0,8950,1600,9325
490000,3,3,3,0,0,3,3,1730,1970-01-01,0,4670,1730,6100
565000,4,2,2,0,0,3,4,2280,1970-01-01,0,6882,2280,6473
330000,4,2,2,0,0,3,4,2430,1970-01-01,0,9920,2430,9539
295000,3,1,1,0,0,4,3,1380,1970-01-01,0,8955,1380,8920
725000,3,1,1,0,0,4,3,1790,1970-01-01,0,7790,1790,4790
1129275,4,2,2,0,0,3,6,3370,1970-01-01,0,13972,3370,12899
680000,3,2,1,0,0,3,4,1710,1970-01-01,0,9220,2920,8240
490000,2,1,1,0,0,4,3,1090,1970-01-01,0,11480,2180,9208
635000,3,1,1,0,0,4,3,1200,1970-01-01,0,8465,1480,7068
750000,3,2,1,0,0,4,5,2350,1970-01-01,0,718040,2350,326673
330000,4,2,2,0,0,3,4,2440,1970-01-01,0,10538,2440,10021
270000,3,2,2,0,0,3,3,1080,1970-01-01,0,2539,1350,2482
340000,3,2,2,0,0,3,3,1970,1970-01-01,0,5686,1970,5496
413252,3,1,1,0,0,3,3,1110,1970-01-01,0,5070,1110,7140
600000,4,2,2,0,0,3,5,2950,1970-01-01,0,8753,2950,8743
726888,5,3,2,0,0,3,5,2970,1970-01-01,0,10231,2970,11407
285000,2,1,1,0,0,4,2,720,1970-01-01,0,7120,720,7430
365000,2,1,1,0,0,4,2,770,1970-01-01,0,6450,770,6684
295000,4,2,1,0,0,3,3,1650,1970-01-01,0,8850,1650,8610
460000,3,2,1,0,0,3,3,1170,1970-01-01,0,8970,1620,9150
230000,3,1,1,0,0,3,3,1510,1970-01-01,0,12098,1510,4233
337000,3,1,1,0,0,5,3,1070,1970-01-01,0,7179,1070,8370
300000,3,1,1,0,0,3,3,1010,1970-01-01,0,7310,1010,8960
1129275,4,2,1,0,0,5,6,2240,1970-01-01,0,11772,3370,11890
360000,4,2,2,0,0,3,4,2000,1970-01-01,0,7500,2000,7512
585000,3,2,2,0,0,3,4,2060,1970-01-01,0,12899,2060,10306
182700,3,2,1,0,0,3,3,1240,1970-01-01,0,8390,1740,8740
309950,3,2,2,0,0,3,3,1880,1970-01-01,0,9718,1880,9725
550000,3,1,1,0,0,3,3,960,1970-01-01,0,13487,960,8799
825000,3,2,1,0,3,3,7,2670,1970-01-01,0,29693,3280,28491
998500,2,1,1,0,0,4,4,1570,1970-01-01,0,5970,1570,6250
644500,4,2,2,0,0,3,4,2990,1970-01-01,0,8332,2990,8926
320000,3,2,1,0,0,5,3,1250,1970-01-01,0,9886,1250,9273
266950,3,2,2,0,0,3,3,1920,1970-01-01,0,6723,1920,7471
633100,4,2,2,0,0,3,5,2470,1970-01-01,0,35775,2470,35745
395000,2,1,1,0,0,3,3,960,1970-01-01,0,7660,960,8050
259250,3,1,1,0,0,3,2,940,1970-01-01,0,6844,940,6598
300000,3,1,1,0,0,4,2,1260,1970-01-01,0,6260,1260,8680
413000,3,1,1,0,0,3,4,2280,1970-01-01,0,141672,2280,119456
435000,3,2,1,0,0,3,4,1240,1970-01-01,0,10231,1740,10574
500000,4,2,1,0,0,4,3,1690,1970-01-01,0,17630,2630,18300
402000,4,1,1,0,0,3,4,1430,1970-01-01,0,7911,2430,7558
777700,3,2,1,0,0,3,6,2260,1970-01-01,0,253720,2260,245982
580000,2,1,1,0,2,4,3,1220,1970-01-01,0,6220,1220,5940
570000,3,1,1,0,0,3,5,1390,1970-01-01,0,42972,2580,48633
174950,2,1,1,0,0,3,2,730,1970-01-01,1,6730,730,8950
300000,2,1,1,0,0,3,2,760,1970-01-01,0,3761,760,6750
435000,3,1,1,0,0,3,3,1600,1970-01-01,0,8728,1740,9150
840000,4,2,2,0,0,3,6,3420,1970-01-01,0,11825,3420,11690
469000,5,2,1,0,0,3,3,1140,1970-01-01,0,9783,2240,9518
870000,4,1,2,0,0,4,4,1920,1970-01-01,0,5520,1920,5520
532000,4,1,1,0,0,4,3,1430,1970-01-01,0,9049,2020,8980
455000,4,1,1,0,0,3,3,1280,1970-01-01,0,13280,1880,13280
201000,3,1,1,0,0,5,1,1010,1970-01-01,0,26287,1010,215449
649000,5,3,2,0,0,3,5,2400,1970-01-01,0,17077,3990,16213
445500,2,1,1,0,0,3,2,720,1970-01-01,0,8060,1390,7300
475000,3,2,1,0,0,4,3,1230,1970-01-01,0,12732,1230,13387
590000,4,2,2,0,0,3,6,2940,1970-01-01,0,31953,2940,37081
565000,4,1,2,0,0,3,3,2190,1970-01-01,1,10486,2190,9320
110000,1,1,1,0,0,2,1,640,1970-01-01,0,10920,640,10090
375000,3,2,1,0,0,3,3,1130,1970-01-01,0,9410,1670,8960
255000,3,1,1,0,0,4,3,1240,1970-01-01,0,9768,1240,9634
315000,5,1,1,0,0,3,2,1760,1970-01-01,0,16650,1850,16050
496600,4,2,1,0,0,4,4,1350,1970-01-01,0,10420,2020,10460
380000,3,1,1,0,0,3,3,1020,1970-01-01,0,5820,1020,6865
338950,3,1,1,0,0,4,3,1610,1970-01-01,0,24106,1610,37822
542500,5,3,1,0,0,3,4,1530,1970-01-01,0,45230,2730,41150
739000,5,2,1,0,0,4,3,1620,1970-01-01,0,7840,2840,7200
549000,4,1,2,0,0,4,3,1290,1970-01-01,0,4350,1290,5590
252000,3,2,1,0,0,4,3,1190,1970-01-01,0,9551,1670,9690
1129275,4,4,2,0,4,3,7,2940,1970-01-01,0,19106,3860,18540
735000,4,1,1,0,0,5,3,1450,1970-01-01,0,7560,2460,6660
270000,4,2,1,0,0,4,3,1660,1970-01-01,0,9723,1660,9497
1129275,3,2,1,0,0,3,5,2890,1970-01-01,0,12120,3420,12070
155000,2,1,1,0,0,3,1,1010,1970-01-01,0,44066,1010,19127
469000,4,2,1,0,0,3,3,1520,1970-01-01,0,7864,2240,9735
305000,4,2,2,0,0,5,3,2340,1970-01-01,0,7590,2340,6790
675000,3,1,1,0,0,5,3,960,1970-01-01,0,6420,1920,5190
931000,3,2,1,0,0,4,4,1560,1970-01-01,0,9060,2460,5490
385000,3,1,1,0,0,3,4,1470,1970-01-01,0,12868,1470,13117
815000,3,2,2,0,0,3,5,3400,1970-01-01,0,15842,3400,11885
531000,3,2,1,0,0,3,3,1910,1970-01-01,0,10300,1910,10800
386500,4,1,1,0,0,4,2,700,1970-01-01,0,5000,1400,5290
475580,3,1,1,0,0,3,4,1520,1970-01-01,0,12605,1520,11957
358000,2,1,1,0,0,3,2,930,1970-01-01,0,6007,930,6883
677500,5,1,2,0,0,3,4,1810,1970-01-01,0,7070,2340,7070
868500,3,2,3,0,0,3,6,2920,1970-01-01,0,6862,2920,6862
599380,3,1,1,0,0,4,3,1270,1970-01-01,0,8620,1270,9230
712000,4,2,1,0,0,3,6,2450,1970-01-01,0,14410,2450,14560
350000,5,1,1,0,0,3,3,1180,1970-01-01,0,9000,1380,9610
875000,4,2,1,0,0,3,4,1400,1970-01-01,1,8520,2520,5300
365000,3,2,2,0,0,3,4,2290,1970-01-01,0,9640,2290,9699
452000,4,2,1,0,0,3,2,850,1970-01-01,0,7810,1660,7360
915000,3,2,1,0,0,5,3,1400,1970-01-01,0,12550,2800,12330
482500,3,2,2,0,0,3,3,1690,1970-01-01,0,4758,1690,4950
425000,3,1,1,0,0,4,3,1180,1970-01-01,0,8380,1180,10115
460000,2,1,1,0,0,5,2,790,1970-01-01,0,5550,1390,5250
666570,4,2,1,0,0,5,3,1620,1970-01-01,0,9720,2320,5740
390000,3,2,1,0,0,4,4,1740,1970-01-01,0,34382,2270,43916
650000,4,1,1,0,0,4,3,1500,1970-01-01,0,10855,2640,9945
305000,3,2,1,0,0,3,3,1680,1970-01-01,0,10167,1680,10640
250000,3,1,1,0,0,3,2,990,1970-01-01,0,9090,990,9310
438800,4,2,2,0,0,3,5,2770,1970-01-01,0,7202,2770,8193
290000,2,1,1,0,0,5,2,950,1970-01-01,0,6600,950,6900
324950,4,2,2,0,0,4,3,1290,1970-01-01,0,6960,2160,6370
453000,3,2,2,0,0,4,3,1270,1970-01-01,0,3488,1650,3108
556000,3,1,1,0,0,4,3,1160,1970-01-01,0,5805,1800,5245
315000,3,2,1,0,0,3,4,1660,1970-01-01,0,12795,1660,13220
445830,3,2,2,0,0,3,4,1870,1970-01-01,0,7319,1870,9687
1129275,3,3,2,0,4,3,6,2760,1970-01-01,0,7180,3220,7524
287200,3,3,1,0,0,4,3,1090,1970-01-01,0,21816,1850,8125
525000,4,1,1,0,0,3,3,1290,1970-01-01,0,7940,1580,8050
1129275,4,4,2,0,0,3,6,3160,1970-01-01,0,22211,4590,16068
381000,3,1,1,0,0,4,3,1510,1970-01-01,0,20946,2700,18606
360000,3,1,1,0,0,4,3,1020,1970-01-01,0,8040,1020,6891
619000,5,3,3,0,0,3,4,2950,1970-01-01,0,5882,2950,3627
535000,2,1,1,0,0,4,4,1780,1970-01-01,0,226549,1780,73620
402000,2,1,1,0,0,5,3,710,1970-01-01,0,5810,710,6630
600000,4,3,2,0,0,3,6,2710,1970-01-01,0,74707,4300,30247
549950,3,2,1,0,0,3,4,1430,1970-01-01,0,10770,2080,12025
300000,4,2,1,0,0,3,3,1180,1970-01-01,0,9800,2360,9480
360000,6,2,2,0,0,4,3,2210,1970-01-01,1,12080,2210,11302
419000,6,3,2,0,0,3,3,2550,1970-01-01,0,12861,4340,10841
510000,3,3,3,0,0,3,4,1320,1970-01-01,0,2332,1320,2856
319950,3,2,2,0,0,3,4,1980,1970-01-01,0,11887,1980,11957
1129275,5,4,2,0,0,3,6,3960,1970-01-01,0,98049,3960,66708
381000,4,2,2,0,0,3,4,2130,1970-01-01,0,8133,2130,6469
256900,3,2,2,0,0,3,3,1720,1970-01-01,0,5671,1720,5325
346000,5,1,1,0,0,4,3,1350,1970-01-01,0,32246,1790,38067
465000,2,2,3,0,0,3,3,1340,1970-01-01,0,2612,1390,2849
545000,3,2,1,0,0,3,4,1500,1970-01-01,0,11875,1900,11965
516000,2,1,1,0,0,4,3,910,1970-01-01,0,4730,1640,5630
550000,4,2,1,0,0,4,4,1440,1970-01-01,0,7800,2700,6980
339950,4,2,2,0,0,4,3,2200,1970-01-01,0,9350,2200,8890
417000,3,1,1,0,0,4,3,1310,1970-01-01,0,9824,1310,9824
906000,4,2,1,0,3,3,4,1480,1970-01-01,0,7480,2480,8311
980000,4,2,2,0,0,4,5,3010,1970-01-01,0,12810,3010,12310
555000,4,2,2,0,0,3,5,2450,1970-01-01,0,7529,2450,9365
468000,2,1,1,0,0,4,3,1250,1970-01-01,0,8279,1250,10150
378000,3,1,1,0,0,3,3,1390,1970-01-01,0,119786,2610,144145
430000,4,2,1,0,0,5,4,2010,1970-01-01,0,18030,2010,17440
730100,4,2,2,0,0,3,5,3120,1970-01-01,0,17420,3120,12585
219000,4,1,1,0,0,3,3,1370,1970-01-01,0,9314,1370,10551
570000,3,2,1,0,0,3,5,2420,1970-01-01,0,14373,2420,14635
262500,4,2,1,0,0,3,3,1060,1970-01-01,0,8536,1500,8820
525000,5,2,2,0,0,3,4,2630,1970-01-01,0,11846,2630,7000
520000,2,1,1,0,0,4,2,950,1970-01-01,0,4830,950,5540
417400,3,3,1,0,0,4,4,2680,1970-01-01,0,14965,2680,12168
788000,4,3,2,0,0,3,5,2840,1970-01-01,0,9439,3680,9626
320000,3,1,1,0,2,4,3,1270,1970-01-01,0,8670,1270,9200
950000,6,1,1,0,0,4,3,2330,1970-01-01,0,7330,2330,6570
255000,3,1,1,0,0,3,3,960,1970-01-01,0,9060,960,9220
260000,4,2,2,0,0,3,3,1990,1970-01-01,0,8661,1990,8428
394000,3,1,1,0,0,4,2,1150,1970-01-01,0,9380,1450,8780
575000,4,2,2,0,0,3,4,2280,1970-01-01,0,29721,2280,37370
1129275,4,2,2,0,2,3,4,1750,1970-01-01,0,9030,1830,10300
385000,3,2,1,0,0,3,3,1260,1970-01-01,0,9450,1650,10028
456000,5,2,1,0,4,4,3,1700,1970-01-01,0,196126,2720,251112
637000,4,2,1,0,0,3,4,1110,1970-01-01,0,6710,1710,7054
485000,5,1,1,0,0,3,3,1050,1970-01-01,0,11320,1420,9655
315275,3,1,1,0,0,3,3,960,1970-01-01,0,9480,1440,9540
252500,2,1,1,0,0,3,3,1280,1970-01-01,0,9990,1280,10895
240000,2,1,1,0,0,3,3,1320,1970-01-01,0,25639,1320,99875
790000,4,2,1,0,0,4,3,1760,1970-01-01,0,15320,2560,8144
310000,3,1,1,0,0,3,3,1480,1970-01-01,0,9310,1480,9280
1129275,4,2,2,0,4,4,6,2960,1970-01-01,0,23200,2960,17460
425000,2,1,1,0,0,5,3,740,1970-01-01,0,6198,1160,6236
548000,3,2,2,0,0,3,4,2110,1970-01-01,0,6209,2110,6981
379880,3,2,1,0,0,4,3,1130,1970-01-01,0,15704,1650,89495
530000,3,2,2,0,0,3,4,1950,1970-01-01,0,11856,1950,9549
695000,3,2,1,0,0,5,4,2120,1970-01-01,0,222900,2600,218360
435000,3,1,1,0,2,3,3,1270,1970-01-01,0,5270,1270,5560
540000,3,1,1,0,0,3,3,1300,1970-01-01,0,63590,1300,54122
425000,3,2,1,0,0,3,3,1290,1970-01-01,0,11999,1790,11740
490000,3,2,2,0,0,3,4,1930,1970-01-01,0,9196,1930,9196
220000,4,1,1,0,0,3,2,1200,1970-01-01,0,7200,1200,4950
540000,4,2,2,0,0,3,4,2050,1970-01-01,0,5834,2050,5416
670000,3,1,1,0,0,3,3,1410,1970-01-01,0,7905,1710,7805
667500,3,1,1,0,0,3,5,2130,1970-01-01,0,22553,2130,23245
585000,3,3,2,0,0,3,4,1260,1970-01-01,0,3897,1700,2778
225000,3,1,1,0,0,4,2,1390,1970-01-01,0,13890,1390,10390
375000,3,1,1,0,0,3,3,1230,1970-01-01,0,11107,1230,11205
335000,3,2,1,0,0,4,3,1490,1970-01-01,0,10337,1490,9212
680000,5,3,2,0,0,3,4,1990,1970-01-01,0,18255,2440,16701
600000,3,1,1,0,0,3,2,970,1970-01-01,0,5770,970,3542
161000,4,2,1,0,0,3,3,850,1970-01-01,0,9743,1700,14800
420000,3,1,1,0,0,3,4,1720,1970-01-01,1,6720,1720,9710
710000,3,1,1,0,0,3,3,1400,1970-01-01,0,3650,1400,5230
626000,4,2,1,0,0,4,4,1570,1970-01-01,0,9791,2570,9714
279500,3,1,1,0,0,4,3,1200,1970-01-01,0,9240,1200,10765
1129275,4,3,2,0,3,3,7,3060,1970-01-01,0,15990,4390,15240
325000,2,1,1,0,0,3,3,1080,1970-01-01,0,6080,1080,6010
380000,4,2,1,0,0,4,4,1860,1970-01-01,0,9840,1860,10674
470000,4,2,1,0,0,4,4,1220,1970-01-01,0,11970,2150,11890
363000,4,3,2,0,0,3,4,2250,1970-01-01,0,14392,2250,11303
245000,4,2,2,0,0,3,3,2050,1970-01-01,0,9750,2050,9480
525000,3,1,1,0,0,3,3,1010,1970-01-01,0,4530,1010,2533
1129275,5,3,2,0,2,4,7,4670,1970-01-01,0,28735,5850,22260
658500,4,2,1,0,0,3,3,1400,1970-01-01,0,6900,1900,6704
680000,2,1,1,0,4,4,3,920,1970-01-01,0,9462,1020,12873
835000,4,2,2,0,0,4,6,3390,1970-01-01,0,19415,3390,19227
595000,4,2,2,0,0,3,4,1680,1970-01-01,0,4165,1990,3647
419000,4,2,2,0,0,3,5,3190,1970-01-01,0,8170,3190,9550
198900,2,1,1,0,0,4,3,1210,1970-01-01,0,19910,1210,12298
1085000,4,3,1,0,0,3,6,2000,1970-01-01,0,15820,3740,19487
500000,3,3,2,0,0,3,4,1610,1970-01-01,0,6518,2150,19020
575000,4,1,1,0,0,4,5,1620,1970-01-01,0,10540,2440,10130
324950,2,1,3,0,0,3,4,1230,1970-01-01,0,2746,1230,2763
259000,3,2,2,0,0,4,3,2740,1970-01-01,0,10720,2740,10081
551000,2,2,1,0,0,3,5,2260,1970-01-01,0,11864,2260,13007
488000,2,1,1,0,0,3,3,1000,1970-01-01,1,6125,1000,6190
635000,4,2,2,0,0,4,4,2350,1970-01-01,0,48523,2350,38957
395000,3,2,2,0,0,3,5,2300,1970-01-01,0,11238,2300,12264
370000,3,1,1,0,0,4,3,1440,1970-01-01,0,9727,1440,9615
675000,4,3,1,0,0,5,3,1710,1970-01-01,0,7780,2780,6150
402000,3,1,1,0,0,3,3,1200,1970-01-01,1,8025,1200,9570
825000,3,2,2,0,0,4,6,3040,1970-01-01,0,27232,3040,8498
579000,3,2,1,0,0,3,4,1330,1970-01-01,1,225687,2660,224151
455000,5,2,2,0,0,3,2,1510,1970-01-01,0,4510,1510,5210
265000,3,2,2,0,0,3,4,1780,1970-01-01,0,8307,1780,10880
713500,5,2,1,0,0,4,4,1520,1970-01-01,0,12083,2920,11413
240000,3,1,1,0,0,4,3,1550,1970-01-01,0,14220,1550,10430
570000,4,3,2,0,0,3,5,2710,1970-01-01,0,220510,2710,220510
243800,3,1,1,0,0,4,2,1140,1970-01-01,0,28900,1140,88990
543000,2,1,1,0,0,4,4,940,1970-01-01,0,4804,940,5396
1010000,3,2,2,0,0,3,6,2160,1970-01-01,0,9660,2160,5389
625000,4,2,2,0,0,4,4,2470,1970-01-01,0,19478,2470,34268
459950,4,2,2,0,0,3,5,2800,1970-01-01,0,9367,2800,9300
370000,4,2,1,0,0,3,5,2420,1970-01-01,0,42124,2420,39063
150000,4,2,1,0,0,3,2,1460,1970-01-01,0,8714,1460,8696
683500,3,1,1,0,0,3,3,1640,1970-01-01,0,7576,1820,7929
499950,3,2,2,0,0,3,4,1040,1970-01-01,0,3728,1520,3228
255000,2,1,1,0,0,3,2,940,1970-01-01,0,11287,1320,9557
279000,3,2,2,0,0,3,3,1920,1970-01-01,0,9699,1920,9496
910000,5,3,2,0,0,3,6,2640,1970-01-01,0,7736,2640,6827
699000,4,2,2,0,0,3,5,2650,1970-01-01,0,10595,2650,9120
1129275,4,3,1,0,0,3,5,2570,1970-01-01,1,17170,3640,17760
248000,3,1,1,0,0,4,2,1090,1970-01-01,0,10220,1420,9480
429000,3,1,1,0,0,4,3,1090,1970-01-01,0,39490,1540,26195
685000,4,1,1,1,4,3,2,1370,1970-01-01,0,16789,1550,23837
316000,2,1,1,0,0,3,2,730,1970-01-01,0,5770,730,5830
410000,2,1,1,0,0,3,3,1010,1970-01-01,0,9560,2020,5922
299000,3,1,1,0,2,3,3,1200,1970-01-01,0,17043,1200,17253
559000,2,1,1,0,1,4,3,1060,1970-01-01,0,7640,1240,7640
575000,3,2,2,0,0,4,4,1580,1970-01-01,0,102868,2680,63088
602000,3,2,2,0,0,3,4,1640,1970-01-01,0,5444,1640,4670
492000,4,2,2,0,0,3,3,1640,1970-01-01,1,6640,1640,6240
293500,3,2,2,0,0,3,3,1610,1970-01-01,0,6634,1610,5507
481000,3,2,1,0,0,5,3,1400,1970-01-01,0,17100,2290,11180
311100,4,2,1,0,0,4,3,1380,1970-01-01,0,10208,2130,10412
375000,3,1,1,0,0,4,3,1620,1970-01-01,0,15738,2140,11080
1075000,3,3,1,0,2,3,6,4020,1970-01-01,0,439620,4020,285730
500000,5,2,1,0,0,3,3,1330,1970-01-01,0,10430,2030,10320
553000,3,1,1,0,0,4,3,1380,1970-01-01,0,7630,1380,8520
760000,3,2,1,0,2,3,4,1400,1970-01-01,1,3530,1780,5530
589500,4,1,1,0,1,4,3,960,1970-01-01,0,4640,1440,8050
840000,5,2,1,0,0,3,5,1680,1970-01-01,0,23614,2790,12845
1129275,4,3,2,0,2,5,5,3490,1970-01-01,0,12995,4190,12338
1129275,3,2,2,0,3,3,5,3870,1970-01-01,0,50479,3870,21910
260000,3,2,1,0,0,3,3,1250,1970-01-01,0,9725,1850,9992
430000,3,2,3,0,0,3,4,1550,1970-01-01,0,3019,1550,2985
781000,3,2,3,0,3,3,4,1920,1970-01-01,0,3816,1920,4664
280000,2,1,1,0,0,3,2,790,1970-01-01,0,13960,790,13670
392000,5,2,1,0,0,3,4,2240,1970-01-01,0,36221,3740,13438
466200,3,1,1,0,0,4,3,1340,1970-01-01,0,10196,1340,10590
641000,3,1,1,0,0,5,3,940,1970-01-01,0,5595,1620,5242
350000,3,1,1,0,0,3,3,840,1970-01-01,0,9690,1680,10668
450000,3,2,2,0,0,3,4,1610,1970-01-01,0,5974,1610,6374
1129275,4,3,1,0,0,3,5,2550,1970-01-01,1,21413,4460,15350
185000,3,1,2,0,0,3,4,1200,1970-01-01,0,3048,1200,3118
290000,2,1,1,0,0,5,3,1250,1970-01-01,0,13757,1250,13748
964000,3,2,2,0,0,3,7,3630,1970-01-01,0,13105,3630,14855
1129275,4,3,2,0,2,3,7,4260,1970-01-01,0,22260,4260,20555
545000,3,2,1,0,0,4,4,1850,1970-01-01,0,17873,2180,26270
609950,3,2,1,0,0,4,3,1330,1970-01-01,0,12110,1760,13547
605000,4,2,1,0,0,5,3,990,1970-01-01,0,9446,1820,7294
